Time,Rint_veg (W m-2),Rint_soil (W m-2),Rint_dir(W m-2),Rint_dif (W m-2),Tleaf_sunlit(C),Tleaf_shade(C),Tcanopy,Ep (l h-1),VPD (kPa),Pstem (kPa),Pleaf_sun (kPa),Pleaf_shade (kPa),Gc (mol m-2 s-1),Gs_sun (mol m-2 s-1),Gs_shade (mol m-2 s-1),Pn (micromol plant-1 s-1),Lp mean (kg m-2 s-1 kPa-1),totalFlux (kg m-2 s-1)
2019-06-29 11:00:00,786.2391203209937,11.85762750816422,384.16484897455405,43.50207674375409,55.35931387087462,35.6164451745999,40.36856419424336,0.25154402996910297,3.4335728818168296,-inf,-inf,-inf,0.004,0.004,0.004,17.663583189228355,3.09e-10,1.552740925735203e-05
2019-06-29 12:00:00,834.9699993085112,12.898417731393366,408.7388738529667,44.38577920957223,58.786125602998574,37.88766095262812,43.218352641510386,0.31626439412398144,4.373708972413533,-inf,-inf,-inf,0.004,0.004,0.004,15.57402452910192,3.09e-10,1.9522493464443295e-05
2019-06-29 13:00:00,833.75719899566,12.672945644563324,407.70151412496176,45.35338005691121,60.18114538300529,39.39244820339133,44.52079211496126,0.34295312696845254,4.940333761205001,-inf,-inf,-inf,0.004,0.004,0.004,14.332764493194198,3.09e-10,2.1169946109163737e-05
2019-06-29 14:00:00,774.096498550658,11.688282448911547,376.9189080143417,46.2928812882899,59.8897212303741,40.68591149095599,44.821336989966056,0.3495253483176253,5.645007518781754,-inf,-inf,-inf,0.004,0.004,0.004,13.593456467548279,3.09e-10,2.15756387850386e-05
2019-06-29 15:00:00,665.7811029187422,11.876385925416407,320.8363501679667,48.90352348120423,57.689597643273935,41.31362462902596,43.95182870215955,0.3160816972926517,5.728271810907031,-inf,-inf,-inf,0.004,0.004,0.004,13.991473280322094,3.09e-10,1.951121588226245e-05
2019-06-29 16:00:00,536.4008845306769,16.088972021344986,248.63482437896604,60.51524093443815,54.63793574350934,41.91451541194358,43.02020556929085,0.2881469743424226,5.728271810907031,-inf,-inf,-inf,0.004,0.004,0.004,15.622955455015648,3.09e-10,1.7786850268050773e-05
2019-06-29 17:00:00,0.0,0.0,0.0,0.0,37.83076835919883,37.83076835919883,37.83076835919883,0.38900788658564583,5.236538253820584,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.4012832505286777e-05
2019-06-29 18:00:00,0.0,0.0,0.0,0.0,35.56900052683179,35.56900052683179,35.56900052683179,0.3300378034077532,4.4427263362721465,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.0372703914058838e-05
2019-06-29 19:00:00,0.0,0.0,0.0,0.0,33.28168046668883,33.28168046668883,33.28168046668883,0.28280397205894203,3.8068992148646643,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.7457035312280368e-05
2019-06-29 20:00:00,0.0,0.0,0.0,0.0,29.703294095099807,29.703294095099807,29.703294095099807,0.22118496714145097,2.9774294597784525,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.3653393033422898e-05
